id,nama,alamat,rating,jumlah_review,deskripsi,koordinat,url,provinsi,foto,kategori
11,Pulau Tuan,"Jl. Ujung Pancu, Lam Pageu, Kec. Peukan Bada",4.5,17,"Pulau Tuan adalah sebuah pulau kecil tak berpenghuni yang terletak di Kecamatan Peukan Bada, Kabupaten Aceh Besar, Aceh. Pulau ini menawarkan keindahan wisata bahari yang menawan dan menjadi surga tersembunyi bagi para pecinta alam dan aktivitas laut. Masyarakat setempat juga mengenalnya dengan sebutan Tuan di Pulo.","{'latitude': 5.5645635, 'longitude': 95.2496014}",https://www.google.com/maps/place/Pulau+Tuan/data=!4m7!3m6!1s0x304031d8ccdc8995:0x7826db4d0ddf0018!8m2!3d5.5645635!4d95.2496014!16s%2Fg%2F11j1sn12rr!19sChIJlYnczNgxQDARGADfDU3bJng?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqa7Hhq0p2e3fupdLSw3ONO4iuR80u-7ok2hgdqSMXAJK0bu-r3LP5Pwh-lCjs4vDdy1eWv8I9tKcgODf4ESmpmfjoQMVeF8446ehHJQSTdN8fZa29OxPshtAGWXZJA6IO9pCY=w128-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqa7Hhq0p2e3fupdLSw3ONO4iuR80u-7ok2hgdqSMXAJK0bu-r3LP5Pwh-lCjs4vDdy1eWv8I9tKcgODf4ESmpmfjoQMVeF8446ehHJQSTdN8fZa29OxPshtAGWXZJA6IO9pCY=w408-h272-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqa7Hhq0p2e3fupdLSw3ONO4iuR80u-7ok2hgdqSMXAJK0bu-r3LP5Pwh-lCjs4vDdy1eWv8I9tKcgODf4ESmpmfjoQMVeF8446ehHJQSTdN8fZa29OxPshtAGWXZJA6IO9pCY=w446-h298-k-no']",['pulau']
12,Anjong Mon Mata Banda Aceh,"Jl. Japakeh, Peuniti, Kec. Baiturrahman",4.4,411,"Anjong Mon Mata adalah sebuah bangunan yang terletak di Banda Aceh. Berdasarkan hasil pencarian, tempat ini sering digunakan untuk acara-acara resmi pemerintah provinsi Aceh. Misalnya, rapat-rapat penting, pengukuhan Paskibraka Aceh, dan acara peringatan hari ibu.","{'latitude': 5.5463277, 'longitude': 95.3200505}",https://www.google.com/maps/place/Anjong+Mon+Mata+Banda+Aceh/data=!4m7!3m6!1s0x304037507ac10923:0xd87df57e53b96c9a!8m2!3d5.5463277!4d95.3200505!16s%2Fg%2F11cn3lt7cg!19sChIJIwnBelA3QDARmmy5U371fdg?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrM5O8FjNYX8_Se_C4Ewls1rTjaij4-kgpWVucU80OZSqHbiQd8drRnK44XWTDlfMkk_nd18moEDHmHYoFGaHc5xoRVEYOhyJZ0z2VSU4wRI3r5x1wFW0kSV-eTr3Jz7-4mHxdy=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrM5O8FjNYX8_Se_C4Ewls1rTjaij4-kgpWVucU80OZSqHbiQd8drRnK44XWTDlfMkk_nd18moEDHmHYoFGaHc5xoRVEYOhyJZ0z2VSU4wRI3r5x1wFW0kSV-eTr3Jz7-4mHxdy=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrM5O8FjNYX8_Se_C4Ewls1rTjaij4-kgpWVucU80OZSqHbiQd8drRnK44XWTDlfMkk_nd18moEDHmHYoFGaHc5xoRVEYOhyJZ0z2VSU4wRI3r5x1wFW0kSV-eTr3Jz7-4mHxdy=w397-h298-k-no']",['lainnya']
13,Taman Sulthanah Safiatuddin Banda Aceh,"Jl. Senangin, Bandar Baru, Kec. Kuta Alam, Aceh",4.4,1.760,"Taman Sulthanah Safiatuddin adalah sebuah taman yang terletak di Jalan Teuku Nyak Arief, Desa Lampriet, Kecamatan Kuta Alam, Banda Aceh. Taman ini dibangun untuk mengenang jasa Ratu Safiatuddin, putri Sultan Iskandar Muda, yang dikenal cerdas dan berbakat dalam kesusasteraan, dan diresmikan oleh Presiden Megawati Soekarnoputri.","{'latitude': 5.5695786, 'longitude': 95.3372124}",https://www.google.com/maps/place/Taman+Sulthanah+Safiatuddin+Banda+Aceh/data=!4m7!3m6!1s0x30403710a342d76d:0xe9015a1e2934df35!8m2!3d5.5695786!4d95.3372124!16s%2Fg%2F11csp8k_s7!19sChIJbddCoxA3QDARNd80KR5aAek?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqFMvFyTFh9jbijSYL66JD9tJ3vDId44Ax1bi7v8vfjmqyvGPC7F2uuTtPPKe0LAsWPvtOZMecX7YHdlKZYOJrId2M8RHB9gngZ13D3LyJ7x-KpOWmCSPm0WzPw94PBIOs6m6E=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqFMvFyTFh9jbijSYL66JD9tJ3vDId44Ax1bi7v8vfjmqyvGPC7F2uuTtPPKe0LAsWPvtOZMecX7YHdlKZYOJrId2M8RHB9gngZ13D3LyJ7x-KpOWmCSPm0WzPw94PBIOs6m6E=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqFMvFyTFh9jbijSYL66JD9tJ3vDId44Ax1bi7v8vfjmqyvGPC7F2uuTtPPKe0LAsWPvtOZMecX7YHdlKZYOJrId2M8RHB9gngZ13D3LyJ7x-KpOWmCSPm0WzPw94PBIOs6m6E=w397-h298-k-no']",['taman']
14,Taman Rusa Aceh Besar,"Lambirah, Kec. SukaMakmur",4.3,1.824,"Taman Rusa Aceh Besar adalah destinasi wisata edukasi dan rekreasi keluarga yang menawarkan pengalaman unik. Di sini, pengunjung dapat menikmati keindahan alam, melihat berbagai satwa, termasuk rusa, dan menikmati fasilitas permainan anak, seperti kolam renang dan wahana lainnya.","{'latitude': 5.4503503, 'longitude': 95.3679703}",https://www.google.com/maps/place/Taman+Rusa+Aceh+Besar/data=!4m7!3m6!1s0x30403f3393435c97:0x6feb76c87dde854c!8m2!3d5.4503503!4d95.3679703!16s%2Fg%2F11bx9qncyw!19sChIJl1xDkzM_QDARTIXefch2628?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrp66a4wX4zrG6jp08hP67xVs56a0VwKGQCAdpE1-FVIG90Wrp9Z0z9TSPW5O0D9TIbe1Ar95f8X-ignANkzY6CyIgt3X71d7iYv52l7PP8-UGFbrZrVefZYU83mwJr9AMi_3w=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrp66a4wX4zrG6jp08hP67xVs56a0VwKGQCAdpE1-FVIG90Wrp9Z0z9TSPW5O0D9TIbe1Ar95f8X-ignANkzY6CyIgt3X71d7iYv52l7PP8-UGFbrZrVefZYU83mwJr9AMi_3w=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrp66a4wX4zrG6jp08hP67xVs56a0VwKGQCAdpE1-FVIG90Wrp9Z0z9TSPW5O0D9TIbe1Ar95f8X-ignANkzY6CyIgt3X71d7iYv52l7PP8-UGFbrZrVefZYU83mwJr9AMi_3w=w397-h298-k-no']",['taman']
15,Pantai Paradiso Sabang,"Jl. Malahayati, Kuta Ateueh, Sukakarya, Aceh",4.5,421,"Pantai Paradiso adalah sebuah pantai yang menawan di Kota Sabang, Aceh. Pantai ini terkenal dengan pasir putihnya yang indah, air laut yang jernih, dan pemandangan matahari terbenam yang memukau.","{'latitude': 5.8953313, 'longitude': 95.3133934}",https://www.google.com/maps/place/Pantai+Paradiso+Sabang/data=!4m7!3m6!1s0x3041c674d6b44c17:0x987d751b054e8ce1!8m2!3d5.8953313!4d95.3133934!16s%2Fg%2F11c2kl64q4!19sChIJF0y01nTGQTAR4YxOBRt1fZg?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjhlyVORET0c1U1xC5nc-n3PneH3vg3DevIwIi7Crq2V770bvrcYGozMYNoI14MU43pUElfLKH_HzgV-jpK6ORK9jXpl1ePdA8AwWfS-0UHPdT1dmS2Rg8NELghBHYl6aQ1622=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjhlyVORET0c1U1xC5nc-n3PneH3vg3DevIwIi7Crq2V770bvrcYGozMYNoI14MU43pUElfLKH_HzgV-jpK6ORK9jXpl1ePdA8AwWfS-0UHPdT1dmS2Rg8NELghBHYl6aQ1622=w408-h305-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjhlyVORET0c1U1xC5nc-n3PneH3vg3DevIwIi7Crq2V770bvrcYGozMYNoI14MU43pUElfLKH_HzgV-jpK6ORK9jXpl1ePdA8AwWfS-0UHPdT1dmS2Rg8NELghBHYl6aQ1622=w398-h298-k-no']",['pantai']
16,Mon Ceunong,"Aneuk Glee, Indrapuri",4.6,89,"Mon Ceunong adalah sebuah gunung yang terletak di Kecamatan Lhoong, Kabupaten Aceh Besar, Aceh. Tempat ini menawarkan pemandangan alam yang menakjubkan dan menjadi destinasi populer bagi para pendaki dan pecinta alam.","{'latitude': 5.3823745, 'longitude': 95.4002}",https://www.google.com/maps/place/Mon+Ceunong/data=!4m7!3m6!1s0x30403ffc00000001:0xd2f6efee5f867c7d!8m2!3d5.3823745!4d95.4002!16s%2Fg%2F11f3dfdnlb!19sChIJAQAAAPw_QDARfXyGX-7v9tI?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrWmNp2Mp4zrS9K_R9mCoAi5TaQHWV0JeTQ-G-fNDRrLUyjJOsphl3gQkyg7alVQ_2vvd9FY1oUVg8MoKxiCX6kPFB0oP20vjc9JAZGf_HTodK2VsaF0Voeynqr7g-gzsGJ7iU=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrWmNp2Mp4zrS9K_R9mCoAi5TaQHWV0JeTQ-G-fNDRrLUyjJOsphl3gQkyg7alVQ_2vvd9FY1oUVg8MoKxiCX6kPFB0oP20vjc9JAZGf_HTodK2VsaF0Voeynqr7g-gzsGJ7iU=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrWmNp2Mp4zrS9K_R9mCoAi5TaQHWV0JeTQ-G-fNDRrLUyjJOsphl3gQkyg7alVQ_2vvd9FY1oUVg8MoKxiCX6kPFB0oP20vjc9JAZGf_HTodK2VsaF0Voeynqr7g-gzsGJ7iU=w397-h298-k-no']",['lainnya']
17,Waduk keliling,"Keureuweung Krueng, Kec. Kuta Cot Glie",4.1,221,"Waduk Keliling adalah sebuah waduk yang terletak di Keureuweung Krueng, Kecamatan Kuta Cot Glie, Kabupaten Aceh Besar, Aceh. Waduk ini berjarak sekitar 35 km dari pusat Kota Banda Aceh dan dapat ditempuh dalam waktu sekitar 45 menit dengan kendaraan.","{'latitude': 5.3663583, 'longitude': 95.479085}",https://www.google.com/maps/place/Waduk+keliling/data=!4m7!3m6!1s0x304069ff72d5658f:0xb4d1bfca100bbff3!8m2!3d5.3663583!4d95.479085!16s%2Fg%2F11cn6r4g03!19sChIJj2XVcv9pQDAR878LEMq_0bQ?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4_-tY6eqRSUbyCXQKZXdvRHXckBH5gtDkmr5SuwnVEFYlIMufSfddV76shUNKc3UBTVM0Qa7kOS7QquKy0wWTZj7Wh5nbISsO4v-zAejnPyoJKQtT_d9PJoQoDcQ0FJUk0oc=w128-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4_-tY6eqRSUbyCXQKZXdvRHXckBH5gtDkmr5SuwnVEFYlIMufSfddV76shUNKc3UBTVM0Qa7kOS7QquKy0wWTZj7Wh5nbISsO4v-zAejnPyoJKQtT_d9PJoQoDcQ0FJUk0oc=w408-h273-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4_-tY6eqRSUbyCXQKZXdvRHXckBH5gtDkmr5SuwnVEFYlIMufSfddV76shUNKc3UBTVM0Qa7kOS7QquKy0wWTZj7Wh5nbISsO4v-zAejnPyoJKQtT_d9PJoQoDcQ0FJUk0oc=w445-h298-k-no']",['danau']
18,"Desa Wisata Nusa, Aceh","besar, Kec. Lhoknga",4.6,127,"Desa Wisata Nusa, yang terletak di Kecamatan Lhoknga, Kabupaten Aceh Besar, Provinsi Aceh, adalah sebuah destinasi wisata yang unik dan menarik. Desa ini menawarkan perpaduan antara keindahan alam, kekayaan budaya, dan inovasi masyarakat yang patut diacungi jempol.","{'latitude': 5.4944044, 'longitude': 95.2676545}","https://www.google.com/maps/place/Desa+Wisata+Nusa,+Aceh/data=!4m7!3m6!1s0x30403b928775a631:0x4100fb68ce2d507a!8m2!3d5.4944044!4d95.2676545!16s%2Fg%2F11h0vr_m54!19sChIJMaZ1h5I7QDARelAtzmj7AEE?authuser=0&hl=id&rclk=1",Aceh,"['https://lh3.googleusercontent.com/p/AF1QipMOvYPM-vHLJNEq9wN8hZmFPBe1-l0ECviHQizT=w153-h86-k-no', 'https://lh3.googleusercontent.com/p/AF1QipMOvYPM-vHLJNEq9wN8hZmFPBe1-l0ECviHQizT=w427-h240-k-no', 'https://lh3.googleusercontent.com/p/AF1QipMOvYPM-vHLJNEq9wN8hZmFPBe1-l0ECviHQizT=w531-h298-k-no']",['lainnya']
19,Taman Sari Gunongan,"Sukaramai, Kec. Baiturrahman",4.6,120,"Taman Sari Gunongan adalah sebuah situs bersejarah yang terletak di Banda Aceh. Taman ini dibangun pada masa pemerintahan Sultan Iskandar Muda (1607-1636 M) sebagai bentuk cinta kepada permaisurinya, Putri Kamaliah (Putroe Phang), yang berasal dari Pahang, Malaysia.","{'latitude': 5.5460501, 'longitude': 95.3159891}",https://www.google.com/maps/place/Taman+Sari+Gunongan/data=!4m7!3m6!1s0x3040378facf0b96f:0x225e55bd85a4cf2c!8m2!3d5.5460501!4d95.3159891!16s%2Fg%2F11fmvk967x!19sChIJb7nwrI83QDARLM-khb1VXiI?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npyIZkFHW1XtYBsRiq8jNGaOIVWGu2bUSmBPVpNMUdErvKZp9gkxhIX4LXfQKt9iHwaQx98wui1cyX42LsvmTcRIwHOjcrUQsy1Bz7gK8tWa39DEHwsjRuoL5EoPgz9KYa7qfTv=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npyIZkFHW1XtYBsRiq8jNGaOIVWGu2bUSmBPVpNMUdErvKZp9gkxhIX4LXfQKt9iHwaQx98wui1cyX42LsvmTcRIwHOjcrUQsy1Bz7gK8tWa39DEHwsjRuoL5EoPgz9KYa7qfTv=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npyIZkFHW1XtYBsRiq8jNGaOIVWGu2bUSmBPVpNMUdErvKZp9gkxhIX4LXfQKt9iHwaQx98wui1cyX42LsvmTcRIwHOjcrUQsy1Bz7gK8tWa39DEHwsjRuoL5EoPgz9KYa7qfTv=w397-h298-k-no']",['taman']
20,Taman Wisata Burung Dara,"Jalan Indrapuri, Reukih Dayah, Kec. Indrapuri",3.5,306,"Taman Wisata Burung Dara adalah sebuah destinasi wisata yang terletak di Bukit Peradaban, Glee Karong, Kecamatan Indrapuri, Kabupaten Aceh Besar. Tempat ini menawarkan pengalaman unik berinteraksi dengan ratusan burung merpati jinak di tengah suasana alam yang asri.","{'latitude': 5.4053958, 'longitude': 95.4362969}",https://www.google.com/maps/place/Taman+Wisata+Burung+Dara/data=!4m7!3m6!1s0x304041acb13075fd:0xb99bc6f0b7ce3f6b!8m2!3d5.4053958!4d95.4362969!16s%2Fg%2F11f3wr0rkg!19sChIJ_XUwsaxBQDARaz_Ot_DGm7k?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqsyZRN_i4RH-ogObiXGpaW1g9MuCEFzlCD4iXDx9l34HF6ZiVE8mA-y4pFIErZaXzG2er4J8HdsTzu9wStBv1p3zPWaj8hL2zrRZq3q0b2rIxRfDRnW_EXLGIuzkrSdY21jog=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqsyZRN_i4RH-ogObiXGpaW1g9MuCEFzlCD4iXDx9l34HF6ZiVE8mA-y4pFIErZaXzG2er4J8HdsTzu9wStBv1p3zPWaj8hL2zrRZq3q0b2rIxRfDRnW_EXLGIuzkrSdY21jog=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqsyZRN_i4RH-ogObiXGpaW1g9MuCEFzlCD4iXDx9l34HF6ZiVE8mA-y4pFIErZaXzG2er4J8HdsTzu9wStBv1p3zPWaj8hL2zrRZq3q0b2rIxRfDRnW_EXLGIuzkrSdY21jog=w397-h298-k-no']",['taman']
21,Menara Merah Putih,"Kuta Barat, Sukakarya",4.6,849,"Menara Merah Putih adalah sebuah landmark ikonik yang terletak di Kota Sabang, Aceh. Menara ini menjadi daya tarik wisata yang populer, menawarkan pemandangan indah Kota Sabang dan sekitarnya dari ketinggian.","{'latitude': 5.8902267, 'longitude': 95.321031}",https://www.google.com/maps/place/Menara+Merah+Putih/data=!4m7!3m6!1s0x3041c7d2d1403d2d:0x160e3c503426b122!8m2!3d5.8902267!4d95.321031!16s%2Fg%2F11h2pfq1y7!19sChIJLT1A0dLHQTARIrEmNFA8DhY?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noJIJJPFBsv--KYCjthp--o6Id63nOAXGnLEDzI9va17kxgBLNjrdDk8DwkJ2XTrdS8ec7xg3nE1OFQZJYtBlgbdy1bv0k4bA3S_-ECBg9CXHp0UtkQDyFKWqRhXzlXxWFj-zZJ=w86-h152-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noJIJJPFBsv--KYCjthp--o6Id63nOAXGnLEDzI9va17kxgBLNjrdDk8DwkJ2XTrdS8ec7xg3nE1OFQZJYtBlgbdy1bv0k4bA3S_-ECBg9CXHp0UtkQDyFKWqRhXzlXxWFj-zZJ=w408-h725-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noJIJJPFBsv--KYCjthp--o6Id63nOAXGnLEDzI9va17kxgBLNjrdDk8DwkJ2XTrdS8ec7xg3nE1OFQZJYtBlgbdy1bv0k4bA3S_-ECBg9CXHp0UtkQDyFKWqRhXzlXxWFj-zZJ=w224-h398-k-no']",['lainnya']
22,Pantai Ujong Batee,"Neuheun, Kec. Mesjid Raya, Aceh",4.1,580,"Pantai Ujong Batee, juga dikenal sebagai Ujung Batee, adalah sebuah pantai dan tanjung yang terletak di Gam. Durung, Kecamatan Masjid Raya, Kabupaten Aceh Besar. Pantai ini berjarak sekitar 20 km dari Banda Aceh dan menawarkan keindahan alam yang memukau.","{'latitude': 5.6499521, 'longitude': 95.4195857}",https://www.google.com/maps/place/Pantai+Ujong+Batee/data=!4m7!3m6!1s0x30404a437a440af3:0x5829939eedd35c8f!8m2!3d5.6499521!4d95.4195857!16s%2Fg%2F11f2lgksly!19sChIJ8wpEekNKQDARj1zT7Z6TKVg?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrIR5EZIA4JkVPz0hLBeHDUaAvlTyP6Ii-IZBalbAhR07yPOWgPT-wtYnK_Th1deLiAbuAVZ3xo7kLhZltm9UZVdVZ7AFoi3zN58XUFqCtt6ofo7F8vDYu7aAb2B1IKvkAuyP-C=w152-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrIR5EZIA4JkVPz0hLBeHDUaAvlTyP6Ii-IZBalbAhR07yPOWgPT-wtYnK_Th1deLiAbuAVZ3xo7kLhZltm9UZVdVZ7AFoi3zN58XUFqCtt6ofo7F8vDYu7aAb2B1IKvkAuyP-C=w426-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrIR5EZIA4JkVPz0hLBeHDUaAvlTyP6Ii-IZBalbAhR07yPOWgPT-wtYnK_Th1deLiAbuAVZ3xo7kLhZltm9UZVdVZ7AFoi3zN58XUFqCtt6ofo7F8vDYu7aAb2B1IKvkAuyP-C=w529-h298-k-no']",['pantai']
23,Museum Aceh,"Peuniti, Kec. Baiturrahman",4.6,2.198,"Museum Aceh (Aksara Jawoë : موسياوم اچيه) adalah sebuah museum etnografi dari suku bangsa asli yang mendiami Tanah Aceh. Museum ini terletak di Banda Aceh, Provinsi Aceh, Indonesia. Didirikan pada tahun 1915 oleh pemerintah kolonial Belanda, museum ini berfungsi sebagai pusat pelestarian dan pameran berbagai koleksi sejarah, budaya, dan adat istiadat Aceh. Museum Aceh menampilkan beragam artefak, termasuk senjata tradisional, pakaian adat, manuskrip kuno, serta rumah adat Aceh (Rumoh Aceh) yang ...","{'latitude': 5.5485602, 'longitude': 95.3209554}",https://www.google.com/maps/place/Museum+Aceh/data=!4m7!3m6!1s0x3040374556a2fc5d:0x6d5321b2f2ee1890!8m2!3d5.5485602!4d95.3209554!16s%2Fm%2F0r4q664!19sChIJXfyiVkU3QDARkBju8rIhU20?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npPXPJdESNt8fPYiuqKDOqNn75-tE4-PO4ydd2P4OFxP7Z5r48Lr1tnTicxo67modTbqhRJcjYRZbqWIBIAt8aUXOg4NbQpLBxZpjChO7xpqrLg801aCxp2PqOIpRNvyb5yOdkmrA=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npPXPJdESNt8fPYiuqKDOqNn75-tE4-PO4ydd2P4OFxP7Z5r48Lr1tnTicxo67modTbqhRJcjYRZbqWIBIAt8aUXOg4NbQpLBxZpjChO7xpqrLg801aCxp2PqOIpRNvyb5yOdkmrA=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npPXPJdESNt8fPYiuqKDOqNn75-tE4-PO4ydd2P4OFxP7Z5r48Lr1tnTicxo67modTbqhRJcjYRZbqWIBIAt8aUXOg4NbQpLBxZpjChO7xpqrLg801aCxp2PqOIpRNvyb5yOdkmrA=w397-h298-k-no']","['museum', 'situs_sejarah', 'rumah_adat']"
24,Pantai Penyu,"Jl. Meulaboh - Banda Aceh, Dayah Mamplam, Kec. Leupung",4.3,583,"Pantai Penyu adalah sebuah destinasi wisata yang terletak di Desa Lubuk Damar, Kecamatan Setia Bakti, Kabupaten Aceh Jaya, Aceh. Sesuai dengan namanya, pantai ini terkenal sebagai salah satu tempat peneluran penyu hijau (Chelonia mydas) yang penting di Aceh.","{'latitude': 5.4127632, 'longitude': 95.2476097}",https://www.google.com/maps/place/Pantai+Penyu/data=!4m7!3m6!1s0x30403d1ff89193b9:0xff7fbd3a966345c2!8m2!3d5.4127632!4d95.2476097!16s%2Fg%2F11c48mzx19!19sChIJuZOR-B89QDARwkVjljq9f_8?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npgjhvMBHhlDyE5pHertIW7kzjt7T3IrznX11SyUs_8GYF2ABEKGLMMlwgs6vPaEOTgJRFOYnd-1HiJ7BhJ5JcdaY7eBHayxIl8ePLK8c_NFZF-r6AOYEGKjrvWW3Xpz7JzOL217A=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npgjhvMBHhlDyE5pHertIW7kzjt7T3IrznX11SyUs_8GYF2ABEKGLMMlwgs6vPaEOTgJRFOYnd-1HiJ7BhJ5JcdaY7eBHayxIl8ePLK8c_NFZF-r6AOYEGKjrvWW3Xpz7JzOL217A=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npgjhvMBHhlDyE5pHertIW7kzjt7T3IrznX11SyUs_8GYF2ABEKGLMMlwgs6vPaEOTgJRFOYnd-1HiJ7BhJ5JcdaY7eBHayxIl8ePLK8c_NFZF-r6AOYEGKjrvWW3Xpz7JzOL217A=w397-h298-k-no']",['pantai']
25,Air Terjun Peucari Jantho,Bueng,4.4,69,"Air Terjun Peucari Jantho adalah sebuah air terjun yang terletak di Desa Pucok Alue, Kecamatan Kuta Cot Glie, Kabupaten Aceh Besar, Aceh. Air terjun ini menawarkan keindahan alam yang masih alami dengan air yang jernih dan suasana hutan yang sejuk.","{'latitude': 5.2322453, 'longitude': 95.6568237}",https://www.google.com/maps/place/Air+Terjun+Peucari+Jantho/data=!4m7!3m6!1s0x30406386e84211ed:0xda9b2347391add29!8m2!3d5.2322453!4d95.6568237!16s%2Fg%2F11bt_gw8mb!19sChIJ7RFC6IZjQDARKd0aOUcjm9o?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrY-nMKiWnr8eyfLmcdj1ma6wMv6VJt_EiExyUFs8Tkl2B4hE_J7HfB1g2upOr-RJFmy0yEYagd1cCK9LeE829jFnlFp7rJBc6E53ARX_D6Dx8uVEeEQhqX7-GpK4SK39_XhpYpbA=w129-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrY-nMKiWnr8eyfLmcdj1ma6wMv6VJt_EiExyUFs8Tkl2B4hE_J7HfB1g2upOr-RJFmy0yEYagd1cCK9LeE829jFnlFp7rJBc6E53ARX_D6Dx8uVEeEQhqX7-GpK4SK39_XhpYpbA=w408-h272-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrY-nMKiWnr8eyfLmcdj1ma6wMv6VJt_EiExyUFs8Tkl2B4hE_J7HfB1g2upOr-RJFmy0yEYagd1cCK9LeE829jFnlFp7rJBc6E53ARX_D6Dx8uVEeEQhqX7-GpK4SK39_XhpYpbA=w447-h298-k-no']",['air_terjun']
26,Rumah Cut Nyak Dhien,"Lampisang, Kec. Peukan Bada",4.6,1.196,"Rumah Cut Nyak Dhien adalah sebuah rumah panggung tradisional Aceh yang terletak di Desa Lampisang, Kecamatan Peukan Bada, Kabupaten Aceh Besar. Rumah ini memiliki nilai sejarah yang sangat penting karena merupakan tempat tinggal dan markas pejuang wanita Aceh, Cut Nyak Dhien, dalam melawan penjajah Belanda.","{'latitude': 5.5168026, 'longitude': 95.271683}",https://www.google.com/maps/place/Rumah+Cut+Nyak+Dhien/data=!4m7!3m6!1s0x30403a5e2ffc6cdf:0x7826049ddb165f1!8m2!3d5.5168026!4d95.271683!16s%2Fg%2F11fctqvt1g!19sChIJ32z8L146QDAR8WWx3Ulgggc?authuser=0&hl=id&rclk=1,Aceh,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-HvBkSBI7cTRRDqDYMpqAZn98PGdM8dmjsRaGLhxk2i8NvE6iozObGCYgAkJOARjD9DXulj6OD7jx4K3fMCeMxpqk4CWIeHt82CaGG0DGYzUFD8O3EY0ikgd0RD1vyvi9kXK3HQ=w129-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-HvBkSBI7cTRRDqDYMpqAZn98PGdM8dmjsRaGLhxk2i8NvE6iozObGCYgAkJOARjD9DXulj6OD7jx4K3fMCeMxpqk4CWIeHt82CaGG0DGYzUFD8O3EY0ikgd0RD1vyvi9kXK3HQ=w408-h272-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-HvBkSBI7cTRRDqDYMpqAZn98PGdM8dmjsRaGLhxk2i8NvE6iozObGCYgAkJOARjD9DXulj6OD7jx4K3fMCeMxpqk4CWIeHt82CaGG0DGYzUFD8O3EY0ikgd0RD1vyvi9kXK3HQ=w447-h298-k-no']",['lainnya']
